sku,name,description,materials,image1,image2,image3,image4,color,brand,size,qty,price,category,Season,size_system,ean,Gender,Manufacturer,ID
10921-M,"Level t-shirt","This short sleeves tee from Rick Owens DRKSHDW new collection comes in a regular fit. The crew neck t-shirt, here in white, is made of cotton and features a print at front and logo lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346063,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346063,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346065,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652346065,White,"Rick Owens DRKSHDW",M,0,135.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527000969,Men,"Rick Owens DRKSHDW",42555201355988
10921-L,"Level t-shirt","This short sleeves tee from Rick Owens DRKSHDW new collection comes in a regular fit. The crew neck t-shirt, here in white, is made of cotton and features a print at front and logo lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346063,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346063,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346065,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652346065,White,"Rick Owens DRKSHDW",L,1,135.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527000976,Men,"Rick Owens DRKSHDW",42555201388756
10921-XL,"Level t-shirt","This short sleeves tee from Rick Owens DRKSHDW new collection comes in a regular fit. The crew neck t-shirt, here in white, is made of cotton and features a print at front and logo lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346063,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346063,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346065,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10921_t_shirt_level_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652346065,White,"Rick Owens DRKSHDW",XL,0,135.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527000983,Men,"Rick Owens DRKSHDW",42555201421524
10922-S,"Level t-shirt","This short sleeves tee from Rick Owens DRKSHDW new collection comes in a regular fit. The crew neck t-shirt, here in black, is made of cotton and features a print at front and logo lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346072,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346074,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346074,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1647526604,Black,"Rick Owens DRKSHDW",S,1,135.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527000280,Men,"Rick Owens DRKSHDW",42555211808980
10922-M,"Level t-shirt","This short sleeves tee from Rick Owens DRKSHDW new collection comes in a regular fit. The crew neck t-shirt, here in black, is made of cotton and features a print at front and logo lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346072,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346074,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346074,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1647526604,Black,"Rick Owens DRKSHDW",M,1,135.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527000297,Men,"Rick Owens DRKSHDW",42555211841748
10922-XL,"Level t-shirt","This short sleeves tee from Rick Owens DRKSHDW new collection comes in a regular fit. The crew neck t-shirt, here in black, is made of cotton and features a print at front and logo lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346072,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346074,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346074,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10922_level_tee_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1647526604,Black,"Rick Owens DRKSHDW",XL,0,135.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527000310,Men,"Rick Owens DRKSHDW",42555211874516
10926-30,"Tyrone cut jeans","These jeans are from Rick Owens DRKSHDW new collection and come in a skinny fit. The Tyrone cut jeans, here in white and black, are made of cotton and feature buttons closure, four pockets at front, one pocket at back, polyamide details and DRKSHDW lace detail.","90% Cotton 7% Polyester 3% Rubber fiber - left leg detail 100% Polyamide - pockets lining 100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10926_tyrone_cut_vrients_vrnts_rick_owens_shop_online_ss_22_3.jpg?v=1653914674,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10926_tyrone_cut_vrients_vrnts_rick_owens_shop_online_ss_22_4.jpg?v=1653914674,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10926_tyrone_cut_vrients_vrnts_rick_owens_shop_online_ss_22_1.jpg?v=1653914674,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10926_tyrone_cut_vrients_vrnts_rick_owens_shop_online_ss_22_5.jpg?v=1653914674,White,"Rick Owens DRKSHDW",30,1,471.00,Jeans,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527016908,Men,"Rick Owens DRKSHDW",42555258667220
10926-32,"Tyrone cut jeans","These jeans are from Rick Owens DRKSHDW new collection and come in a skinny fit. The Tyrone cut jeans, here in white and black, are made of cotton and feature buttons closure, four pockets at front, one pocket at back, polyamide details and DRKSHDW lace detail.","90% Cotton 7% Polyester 3% Rubber fiber - left leg detail 100% Polyamide - pockets lining 100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10926_tyrone_cut_vrients_vrnts_rick_owens_shop_online_ss_22_3.jpg?v=1653914674,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10926_tyrone_cut_vrients_vrnts_rick_owens_shop_online_ss_22_4.jpg?v=1653914674,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10926_tyrone_cut_vrients_vrnts_rick_owens_shop_online_ss_22_1.jpg?v=1653914674,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10926_tyrone_cut_vrients_vrnts_rick_owens_shop_online_ss_22_5.jpg?v=1653914674,White,"Rick Owens DRKSHDW",32,1,471.00,Jeans,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527016922,Men,"Rick Owens DRKSHDW",42555258699988
10928-S,"Bauhaus Pods pants","These pants from Rick Owens DRKSHDW new collection come in a regular fit. The low crotch pants, here in black, are made of cotton and feature an elasticated waistband with drawstring, buttons closure, two pockets at side, two on the leg with zip closure, two at back with snap fasteners closure and DRKSHDW lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344483,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652344483,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344483,"",Black,"Rick Owens DRKSHDW",S,1,447.00,Shorts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527039921,Men,"Rick Owens DRKSHDW",42555322400980
10928-M,"Bauhaus Pods pants","These pants from Rick Owens DRKSHDW new collection come in a regular fit. The low crotch pants, here in black, are made of cotton and feature an elasticated waistband with drawstring, buttons closure, two pockets at side, two on the leg with zip closure, two at back with snap fasteners closure and DRKSHDW lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344483,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652344483,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344483,"",Black,"Rick Owens DRKSHDW",M,0,447.00,Shorts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527039938,Men,"Rick Owens DRKSHDW",42555322433748
10928-L,"Bauhaus Pods pants","These pants from Rick Owens DRKSHDW new collection come in a regular fit. The low crotch pants, here in black, are made of cotton and feature an elasticated waistband with drawstring, buttons closure, two pockets at side, two on the leg with zip closure, two at back with snap fasteners closure and DRKSHDW lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344483,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652344483,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344483,"",Black,"Rick Owens DRKSHDW",L,0,447.00,Shorts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527039945,Men,"Rick Owens DRKSHDW",42555322466516
10928-XL,"Bauhaus Pods pants","These pants from Rick Owens DRKSHDW new collection come in a regular fit. The low crotch pants, here in black, are made of cotton and feature an elasticated waistband with drawstring, buttons closure, two pockets at side, two on the leg with zip closure, two at back with snap fasteners closure and DRKSHDW lace detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344483,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1652344483,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10928_pantaloni_bauhaus_pods_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344483,"",Black,"Rick Owens DRKSHDW",XL,0,447.00,Shorts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527039952,Men,"Rick Owens DRKSHDW",42555322499284
10929-L,"Mastodon Cut pants","These pants from Rick Owens DRKSHDW new collection come in a skinny fit. The cargo pants, here in black, are made of cotton and feature an elastic waistband with drawstring, buttons closure, two side pockets, two pockets at back and four other pockets on the leg.","91% Cotton 6% Elastomultiester 3% Rubber - pocket lining 100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10929_mastodon_cut_vrients_vrnts_rick_owens_shop_online_ss_22_3.jpg?v=1652346330,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10929_mastodon_cut_vrients_vrnts_rick_owens_shop_online_ss_22_1.jpg?v=1652346330,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10929_mastodon_cut_vrients_vrnts_rick_owens_shop_online_ss_22_5.jpg?v=1647963477,"",Black,"Rick Owens DRKSHDW",L,0,342.00,Pants,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527039983,Men,"Rick Owens DRKSHDW",42573306462420
10937-39,"Beatle Abstract boots","These boots are from Rick Owens DRKSHDW new collection. The Beatle Abstract boots, here in black, feature a polyamide upper, cotton lining and a rubber sole. Rick Owens DRKSHDW boots are made in Italy.","100% Polyamide - 100% Cotton lining - 100% Thermoplastic rubber mid sole - 100% EVA outsole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1647964757,"",Black,"Rick Owens DRKSHDW",39,1,336.00,Boots,S/S2022,gid://shopify/OnlineStorePage/94638080212,8051527020783,Men,"Rick Owens DRKSHDW",42573355843796
10937-40,"Beatle Abstract boots","These boots are from Rick Owens DRKSHDW new collection. The Beatle Abstract boots, here in black, feature a polyamide upper, cotton lining and a rubber sole. Rick Owens DRKSHDW boots are made in Italy.","100% Polyamide - 100% Cotton lining - 100% Thermoplastic rubber mid sole - 100% EVA outsole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1647964757,"",Black,"Rick Owens DRKSHDW",40,0,336.00,Boots,S/S2022,gid://shopify/OnlineStorePage/94638080212,8051527020790,Men,"Rick Owens DRKSHDW",42573355876564
10937-42,"Beatle Abstract boots","These boots are from Rick Owens DRKSHDW new collection. The Beatle Abstract boots, here in black, feature a polyamide upper, cotton lining and a rubber sole. Rick Owens DRKSHDW boots are made in Italy.","100% Polyamide - 100% Cotton lining - 100% Thermoplastic rubber mid sole - 100% EVA outsole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1647964757,"",Black,"Rick Owens DRKSHDW",42,0,336.00,Boots,S/S2022,gid://shopify/OnlineStorePage/94638080212,8051527020813,Men,"Rick Owens DRKSHDW",42573355909332
10937-43,"Beatle Abstract boots","These boots are from Rick Owens DRKSHDW new collection. The Beatle Abstract boots, here in black, feature a polyamide upper, cotton lining and a rubber sole. Rick Owens DRKSHDW boots are made in Italy.","100% Polyamide - 100% Cotton lining - 100% Thermoplastic rubber mid sole - 100% EVA outsole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1647964757,"",Black,"Rick Owens DRKSHDW",43,0,336.00,Boots,S/S2022,gid://shopify/OnlineStorePage/94638080212,8051527020820,Men,"Rick Owens DRKSHDW",42573355942100
10937-44,"Beatle Abstract boots","These boots are from Rick Owens DRKSHDW new collection. The Beatle Abstract boots, here in black, feature a polyamide upper, cotton lining and a rubber sole. Rick Owens DRKSHDW boots are made in Italy.","100% Polyamide - 100% Cotton lining - 100% Thermoplastic rubber mid sole - 100% EVA outsole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1647964757,"",Black,"Rick Owens DRKSHDW",44,0,336.00,Boots,S/S2022,gid://shopify/OnlineStorePage/94638080212,8051527020837,Men,"Rick Owens DRKSHDW",42573355974868
10937-45,"Beatle Abstract boots","These boots are from Rick Owens DRKSHDW new collection. The Beatle Abstract boots, here in black, feature a polyamide upper, cotton lining and a rubber sole. Rick Owens DRKSHDW boots are made in Italy.","100% Polyamide - 100% Cotton lining - 100% Thermoplastic rubber mid sole - 100% EVA outsole",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_2.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1647964757,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10937_stivali_beatle_abstract_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1647964757,"",Black,"Rick Owens DRKSHDW",45,0,336.00,Boots,S/S2022,gid://shopify/OnlineStorePage/94638080212,8051527020844,Men,"Rick Owens DRKSHDW",42573356007636
10948-XS,"Penta strap dress","This dress from Rick Owens DRKSHDW new collection comes in a regular fit. The long dress, here in black, is made of cotton and features a vent at front and pentagram laces detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10948_abito_penta_strap_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346528,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10948_abito_penta_strap_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346528,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10948_abito_penta_strap_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346528,"",Black,"Rick Owens DRKSHDW",XS,1,366.00,Dresses,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527167839,Women,"Rick Owens DRKSHDW",42573380026580
10948-S,"Penta strap dress","This dress from Rick Owens DRKSHDW new collection comes in a regular fit. The long dress, here in black, is made of cotton and features a vent at front and pentagram laces detail.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10948_abito_penta_strap_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346528,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10948_abito_penta_strap_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346528,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10948_abito_penta_strap_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346528,"",Black,"Rick Owens DRKSHDW",S,1,366.00,Dresses,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527053699,Women,"Rick Owens DRKSHDW",42573380059348
10951-XS,"Draped Halter top","This top from Rick Owens new collection comes in a regular fit. The top, here in lavender, is made of cotton and features a halter neck and a band detail with drkshdw logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1653916268,Lavender,"Rick Owens DRKSHDW",XS,0,123.00,Top,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527155096,Women,"Rick Owens DRKSHDW",42573410336980
10951-S,"Draped Halter top","This top from Rick Owens new collection comes in a regular fit. The top, here in lavender, is made of cotton and features a halter neck and a band detail with drkshdw logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1653916268,Lavender,"Rick Owens DRKSHDW",S,0,123.00,Top,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527147152,Women,"Rick Owens DRKSHDW",42573410369748
10951-M,"Draped Halter top","This top from Rick Owens new collection comes in a regular fit. The top, here in lavender, is made of cotton and features a halter neck and a band detail with drkshdw logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1653916268,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10951_top_draped_halter_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1653916268,Lavender,"Rick Owens DRKSHDW",M,1,123.00,Top,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527147169,Women,"Rick Owens DRKSHDW",42573410402516
10954-S,"Babel Tatlin flight jacket","This jacket from Rick Owens new collection comes in a regular fit. The sleeveless bomber jacket, here in black, is made of polyamide and cotton and features a zip closure, DRKSHDW logo graphic at back and logo lace detail.","53% Polyamide 47% Cotton - ribbed neck and bottom 100% Virgin wool",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10954_bomber_tatlin_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344434,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10954_bomber_tatlin_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652344434,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10954_bomber_tatlin_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344434,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10954_bomber_tatlin_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1647966721,Black,"Rick Owens DRKSHDW",S,0,399.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527016083,Women,"Rick Owens DRKSHDW",42573415907540
10954-M,"Babel Tatlin flight jacket","This jacket from Rick Owens new collection comes in a regular fit. The sleeveless bomber jacket, here in black, is made of polyamide and cotton and features a zip closure, DRKSHDW logo graphic at back and logo lace detail.","53% Polyamide 47% Cotton - ribbed neck and bottom 100% Virgin wool",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10954_bomber_tatlin_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652344434,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10954_bomber_tatlin_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652344434,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10954_bomber_tatlin_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652344434,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10954_bomber_tatlin_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1647966721,Black,"Rick Owens DRKSHDW",M,1,399.00,Jackets,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527016090,Women,"Rick Owens DRKSHDW",42573415940308
10956-S,"Island tank","This top from Rick Owens new collection comes in a regular fit. The crew neck tank, here in black, is made of cotton and features an elasticated detail at back and a band detail with DRKSHDW logo.","100% Cotton",https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_3.jpg?v=1652346000,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_4.jpg?v=1652346002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_1.jpg?v=1652346002,https://cdn.shopify.com/s/files/1/0618/3875/4004/products/10956_top_island_tank_vrients_vrnts_rick_owens_drkshdw_shop_online_ss_22_5.jpg?v=1647966956,Black,"Rick Owens DRKSHDW",S,1,153.00,T-shirts,S/S2022,gid://shopify/OnlineStorePage/94661312724,8051527099413,Women,"Rick Owens DRKSHDW",42573425639636
